food_item,calories,proteins,carbohydrates,fats,fibers,sugars,category,sodium,cholesterol,meal_type,water_intake,source_file
"BEVERAGES,TROPICAL PUNCH,RTD",10,0.0,2.5,0.0,0.0,2.5,,13.0,0.0,,,Food_4.csv
"BEVERAGES,GRAPE DRK,CND",61,0.0,15.72,0.0,0.0,13.06,,16.0,0.0,,,Food_4.csv
"BEVERAGES,TEA,GRN,BREWED,REG",1,0.22,0.0,0.0,0.0,0.0,,1.0,0.0,,,Food_4.csv
"BEVERAGES,TEA,BLACK,RTD,PEACH,DIET",1,0.0,0.25,0.0,0.0,0.0,,5.0,0.0,,,Food_4.csv
"BEVERAGES,TEA,BLACK,READY TO DRK,DECAFFEINATED,DIET",0,0.0,0.83,0.0,0.0,0.0,,4.0,0.0,,,Food_4.csv
"BEVERAGES,TEA,BLACK,READY TO DRK,DECAFFEINATED",38,0.0,8.75,0.0,0.0,7.92,,8.0,0.0,,,Food_4.csv
"BEVERAGES,GRAPE JUC DRK,CND",57,0.0,14.55,0.0,0.1,14.11,,9.0,0.0,,,Food_4.csv
"BEVERAGES,CRANBERRY JUC COCKTAIL",52,0.0,12.25,0.34,,11.41,,2.0,,,,Food_4.csv
"BEVERAGES,OCEAN SPRAY,RUBY RED CRANBERRY",45,0.07,11.58,0.01,0.6,11.02,,11.0,0.0,,,Food_4.csv
"BEVERAGES,MOTTS,APPL JUC LT,FORT W/ VIT C",22,0.0,5.1,0.1,0.0,4.8,,13.0,0.0,,,Food_4.csv
"BEVERAGES,LEMONADE,PDR",376,0.0,97.57,1.05,0.4,94.7,,51.0,0.0,,,Food_4.csv
"LEMONADE,PDR,PREP W/H2O",14,0.0,3.59,0.04,0.0,3.5,,6.0,0.0,,,Food_4.csv
"BEVERAGES,SNAPPLE,TEA,BLACK & GRN,READY TO DRK,PEACH,DIET",2,0.1,0.1,0.0,0.0,0.0,,3.0,0.0,,,Food_4.csv
"LEMONADE,FRZ CONC,WHITE",196,0.22,49.89,0.7,0.3,44.46,,7.0,0.0,,,Food_4.csv
"LEMONADE,FRZ CONC,WHITE,PREP W/H2O",40,0.07,10.42,0.04,0.0,9.98,,4.0,0.0,,,Food_4.csv
"BEVERAGES,SNAPPLE,TEA,BLACK & GRN,READY TO DRK,LEMON,DIET",2,0.1,0.1,0.0,0.0,0.0,,3.0,0.0,,,Food_4.csv
"BEVERAGES,LEMONADE-FLAVOR DRK,PDR",380,0.0,97.9,1.01,0.0,97.15,,130.0,0.0,,,Food_4.csv
"BEVERAGES,LEMONADE-FLAVOR DRK,PDR,PREP W/ H2O",27,0.0,6.9,0.07,0.0,6.87,,13.0,0.0,,,Food_4.csv
"LIMEADE,FRZ CONC,PREP W/H2O",52,0.0,13.79,0.0,0.0,13.27,,3.0,0.0,,,Food_4.csv
"MALT BEV,INCL NON-ALCOHOLIC BEER",37,0.21,8.05,0.12,0.0,8.05,,13.0,0.0,,,Food_4.csv
"BEVERAGES,OVALTINE,CLASSIC MALT PDR",372,0.0,93.33,0.0,0.0,63.64,,636.0,0.0,,,Food_4.csv
"BEVERA,MALTED DRK MIX,NAT,W/ ADD NUTR,PDR,PREP W/ WHL MILK",86,3.67,10.67,3.21,0.0,8.37,,72.0,11.0,,,Food_4.csv
"BEVERAGES,MALTED DRK MIX,NAT,PDR,DAIRY BASED.",428,14.29,71.21,9.52,0.1,47.62,,405.0,24.0,,,Food_4.csv
"BEVERAGES,MALTED DRK MIX,NAT,PDR,PREP W/ WHL MILK",88,3.86,10.23,3.62,0.1,9.56,,79.0,12.0,,,Food_4.csv
"BEVERAGES,OVALTINE,CHOC MALT PDR",372,0.0,92.96,0.0,0.0,72.73,,636.0,0.0,,,Food_4.csv
"BEVERAG,MALT DRK MIX,CHOC,W/ ADDED NUTR,PDR,PREP W/ WHL MILK",87,3.29,11.19,3.26,0.4,10.49,,87.0,10.0,,,Food_4.csv
"BEVERAGES,MALTED DRK MIX,CHOC,PDR",411,5.1,86.94,4.76,4.8,66.67,,190.0,1.0,,,Food_4.csv
"BEVERAGES,MALTED DRK MIX,CHOC,PDR,PREP W/ WHL MILK",85,3.37,11.2,3.29,0.5,6.68,,60.0,10.0,,,Food_4.csv
"BEVERAGES,ORANGE DRK,CND,W/ ADDED VIT C",49,0.0,12.34,0.07,0.0,11.03,,3.0,0.0,,,Food_4.csv
"BEVERAGES,ORANGE & APRICOT JUC DRK,CND",51,0.3,12.7,0.1,0.1,12.06,,2.0,0.0,,,Food_4.csv
"BEVERAGES,PNAPPL & GRAPEFRUIT JUC DRK,CND",47,0.2,11.6,0.1,0.1,11.52,,14.0,0.0,,,Food_4.csv
"BEVERAGES,PNAPPL & ORANGE JUC DRK,CND",50,1.3,11.8,0.0,0.1,11.59,,3.0,0.0,,,Food_4.csv
"SHAKE,FAST FOOD,VANILLA",148,3.37,19.59,6.52,0.9,13.63,,81.0,23.0,,,Food_4.csv
"STRAWBERRY-FLAVOR BEV MIX,PDR",389,0.1,99.1,0.2,0.0,95.45,,38.0,0.0,,,Food_4.csv
"BEVERAGES,STRAWBERRY-FLAVOR BEV MIX,PDR,PREP W/ WHL MILK",88,3.0,12.3,3.1,0.0,,,48.0,12.0,,,Food_4.csv
"BEVERAGES,TEA,BLACK,BREWED,PREP W/ TAP H2O,DECAFFEINATED",1,0.0,0.3,0.0,0.0,0.0,,3.0,0.0,,,Food_4.csv
"BEVERAGES,TEA,INST,DECAFFEINATED,UNSWTND",315,20.21,58.66,0.0,8.5,5.53,,72.0,0.0,,,Food_4.csv
"BEVERAGES,TEA,BLACK,BREWED,PREP W/ TAP H2O",1,0.0,0.3,0.0,0.0,0.0,,3.0,0.0,,,Food_4.csv
"BEVERAGES,TEA,INST,DECAFFEINATED,LEMON,DIET",338,3.3,85.4,0.6,0.0,1.88,,412.0,0.0,,,Food_4.csv
"BEVERAGES,TEA,INST,DECAFFEINATED,LEMON,SWTND",401,0.12,98.55,0.73,0.0,95.29,,5.0,0.0,,,Food_4.csv
"BEVERAGES,TEA,INST,UNSWTND,PDR",315,20.21,58.66,0.0,8.5,5.53,,72.0,0.0,,,Food_4.csv
"BEVERAGES,TEA,INST,UNSWTND,PREP W/ H2O",1,0.06,0.17,0.0,0.0,0.02,,4.0,0.0,,,Food_4.csv
"BEVERAGES,TEA,INST,LEMON,UNSWTND",345,7.4,78.52,0.18,5.0,4.52,,55.0,0.0,,,Food_4.csv
"BEVERAGES,TEA,INST,LEMON,SWTND,PDR",401,0.12,98.55,0.73,0.7,95.29,,5.0,0.0,,,Food_4.csv
"BEVERAGES,TEA,INST,LEMON,SWTND,PREP W/ H2O",35,0.01,8.61,0.06,0.1,8.33,,2.0,0.0,,,Food_4.csv
"BEVERAGES,TEA,INST,SWTND W/ NA SACCHARIN,LEMON-FLAVORED,PDR",338,3.3,85.4,0.6,0.0,1.88,,412.0,0.0,,,Food_4.csv
"BEVERAGES,TEA,INST,LEMON,DIET",2,0.02,0.44,0.0,0.0,0.01,,6.0,0.0,,,Food_4.csv
"BEVERAGES,TEA,HERB,OTHER THAN CHAMOMILE,BREWED",1,0.0,0.2,0.0,0.0,0.0,,1.0,0.0,,,Food_4.csv
"BEVERAGES,H2O,BTLD,PERRIER",0,0.0,0.0,0.0,0.0,,,1.0,0.0,,,Food_4.csv
"BEVERAGES,H2O,BTLD,POLAND SPRING",0,0.0,0.0,0.0,0.0,,,1.0,0.0,,,Food_4.csv
"BEVERAGES,COCOA MIX,W/ ASPRT,PDR,PREP W/ H2O",29,1.21,5.61,0.23,0.6,2.93,,72.0,0.0,,,Food_4.csv
"BEVERAGES,CARB,COLA,FAST-FOOD COLA",37,0.07,9.56,0.02,0.0,8.97,,4.0,0.0,,,Food_4.csv
"BEVERAGES,FRUIT PUNCH JUC DRK,FRZ CONC",175,0.3,43.1,0.7,0.2,,,10.0,0.0,,,Food_4.csv
"BEVERAGES,FRUIT PUNCH JUC DRK,FRZ CONC,PREP W/ H2O",42,0.07,11.4,0.17,0.0,11.4,,5.0,0.0,,,Food_4.csv
"BEVERAGES,ORANGE-FLAVOR DRK,BRKFST TYPE,PDR",386,0.0,98.94,0.0,0.4,92.31,,17.0,0.0,,,Food_4.csv
"BEVERAGES,ORANGE-FLAVOR DRK,BRKFST TYPE,PDR,PREP W/ H2O",49,0.0,12.65,0.0,0.1,11.8,,5.0,0.0,,,Food_4.csv
"BEVERAGES,ORANGE-FLAVOR DRK,BRKFST TYPE,LO CAL,PDR",217,3.6,85.9,0.0,3.8,2.6,,81.0,0.0,,,Food_4.csv
"BEVERAGES,H2O,TAP,DRINKING",0,0.0,0.0,0.0,0.0,0.0,,4.0,0.0,,,Food_4.csv
"BEVERAGES,H2O,TAP,WELL",0,0.0,0.0,0.0,0.0,,,5.0,,,,Food_4.csv
"ALCOHOLIC BEV,LIQUEUR,COFFEE,53 PROOF",336,0.1,46.8,0.3,0.0,38.3,,8.0,0.0,,,Food_4.csv
"ALCOHOLIC BEV,LIQUEUR,COFFEE W/ CRM,34 PROOF",327,2.8,20.9,15.7,0.0,19.76,,92.0,58.0,,,Food_4.csv
"BEVERAGES,CARB,LO CAL,COLA OR PEPPER-TYPE,W/ ASPRT, CAFFEINE",2,0.11,0.29,0.03,0.0,0.0,,8.0,0.0,,,Food_4.csv
"BEVERAGES,COFFEE SUB,CRL GRAIN BEV,PDR,PREP W/ WHL MILK",65,3.3,5.6,3.3,0.1,,,49.0,13.0,,,Food_4.csv
"BEV,DAIRY DRK MIX,CHOC,RED CAL,W/ LOW-CAL SWEETENERS,PDR",329,25.0,51.4,2.6,9.4,32.94,,659.0,24.0,,,Food_4.csv
"BEVE,DARY DRK MIX,CHC,RED CAL,W/ ASPRT,PDR,PREP W/ H2O & ICE",29,2.19,4.51,0.23,0.8,2.89,,61.0,2.0,,,Food_4.csv
"BEV,ORANGE-FLAVO DRK,BRKFST TYPE,W/ PULP,FRZ CON. NOT MANUF.",172,0.1,42.9,0.5,0.2,11.7,,24.0,0.0,,,Food_4.csv
"BEVE,ORANGE-FLAV DRK,BRKFST TYPE,W/ PULP,FRZ CONC,PRE W/ H2O",49,0.03,12.21,0.14,0.0,11.91,,10.0,0.0,,,Food_4.csv
"BEVERAGES,ORANGE DRK,BRKFST TYPE,W/ JUC & PULP,FRZ CONC",153,0.4,39.0,0.0,0.1,38.05,,26.0,0.0,,,Food_4.csv
"BEV,ORANGE DRK,BRKFST TYPE,W/ JUC & PULP,FRZ CONC,PRE W/ H2O",45,0.12,11.32,0.0,0.0,11.05,,10.0,0.0,,,Food_4.csv
"BEVERAGES,SHAKE,FAST FD,STRAWBERRY",113,3.4,18.9,2.8,0.4,,,83.0,11.0,,,Food_4.csv
"BEVERAGES,H2O,TAP,MUNICIPAL",0,0.0,0.0,0.0,0.0,0.0,,3.0,0.0,,,Food_4.csv
"CRANBERRY JUC COCKTAIL,FRZ CONC",201,0.05,51.45,0.0,0.2,42.5,,4.0,0.0,,,Food_4.csv
"CRANBERRY JUC COCKTAIL,FRZ CONC,PREP W/ H2O",47,0.01,11.81,0.0,0.0,9.76,,4.0,0.0,,,Food_4.csv
"BEVERAGES,H2O,BTLD,NON-CARBONATED,DANNON",0,0.0,0.0,0.0,,,,0.0,,,,Food_4.csv
"BEVERAGES,H2O,BTLD,NON-CARBONATED,PEPSI,AQUAFINA",0,0.0,0.0,0.0,,,,0.0,,,,Food_4.csv
"BEVERAGES,THE COCA-COLA COMP,DASANI,H2O,BTLD,NON-CARBONATED",0,0.0,0.0,0.0,,,,0.0,,,,Food_4.csv
"BEVERAGES,ORANGE BRKFST DRK,RTD,W/ ADDED NUTR",53,0.0,13.2,0.0,0.1,8.02,,54.0,0.0,,,Food_4.csv
"BEVERAGES,H2O,BTLD,NON-CARBONATED,CALISTOGA",0,0.0,0.0,0.0,,,,0.0,,,,Food_4.csv
"BEVERAGES,H2O,BTLD,NON-CARBONATED,CRYSTAL GEYSER",0,0.0,0.0,0.0,,,,1.0,,,,Food_4.csv
"WATER,BTLD,NON-CARBONATED,NAYA",0,0.0,0.0,0.0,,,,1.0,,,,Food_4.csv
"BEVERAGES,H2O,BTLD,NON-CARBONATED,DANNON FLUORIDE TO GO",0,0.0,0.03,0.0,,,,1.0,,,,Food_4.csv
"BEVERAGES,DRK MIX,QUAKER OATS,GATORADE,ORANGE FLAVOR,PDR",388,0.0,94.11,1.23,0.0,80.5,,63.0,0.0,,,Food_4.csv
"BEVERAGES,PEPSICO QUAKER,GATORADE,G PERFORMANCE O 2,RTD.",26,0.0,6.43,0.0,0.0,5.24,,39.0,0.0,,,Food_4.csv
"BEVERAGES,COCA-COLA,POWERADE,LEMON-LIME FLAV,RTD",32,0.0,7.84,0.05,0.0,6.11,,42.0,0.0,,,Food_4.csv
"BEVERAGES,PROPEL ZERO,FRUIT-FLAVORED,NON-CARBONATED",5,0.0,1.14,0.0,0.0,0.0,,33.0,0.0,,,Food_4.csv
"BEVERAGES,ARIZONA,TEA,RTD,LEMON",39,0.0,9.77,0.0,0.0,9.63,,4.0,0.0,,,Food_4.csv
"BEVERAGES,LIPTON BRISK,TEA,BLACK,RTD,LEMON",35,0.0,8.81,0.0,0.0,8.69,,21.0,0.0,,,Food_4.csv
"WHISKEY SOUR MIX,BTLD,W/ K&NA",84,0.1,21.4,0.1,0.0,,,33.0,0.0,,,Food_4.csv
"ALCOHOLIC BEV,WHISKEY SOUR",149,0.0,13.17,0.03,0.0,,,20.0,0.0,,,Food_4.csv
"ALCOHOLIC BEV,DISTILLED,ALL (GIN,RUM,VODKA,WHISKEY) 94 PROOF",275,0.0,0.0,0.0,0.0,,,1.0,0.0,,,Food_4.csv
"ALCOHOLIC BEV DISTILLED,ALL (GIN,RUM,VODKA,WHISKEY) 100PROOF",295,0.0,0.0,0.0,0.0,,,1.0,0.0,,,Food_4.csv
"ALCOHOLIC BEV,LIQUEUR,COFFEE,63 PROOF",308,0.1,32.2,0.3,0.0,32.2,,8.0,0.0,,,Food_4.csv
"ALCOHOLIC BEV,WINE,DSSRT,DRY",152,0.2,11.67,0.0,0.0,1.09,,9.0,0.0,,,Food_4.csv
"CARBONATED BEV,LOCAL,OTHR THAN COLA OR PEP,W/ NA SAC,WO/ CAF",0,0.0,0.1,0.0,0.0,,,16.0,0.0,,,Food_4.csv
"BEVE,COCA MIX,LO CAL,PDR,W/ ADD CA,P,ASPRT,WO/ ADD NA, VIT A",359,25.1,58.0,3.0,1.1,55.58,,653.0,11.0,,,Food_4.csv
"BEVERAGE,FRUIT PUNCH-FLAVOR DRK,PDR,WO/ ADDED NA,PREP W/ H2O",37,0.0,9.47,0.01,0.0,9.23,,7.0,0.0,,,Food_4.csv
"LEMONADE,FRZ CONC,PINK",192,0.22,48.86,0.69,0.3,46.46,,4.0,0.0,,,Food_4.csv
"BEVERAGES,LEMONADE,FRZ CONC,PINK,PREP W/ H2O",43,0.05,10.81,0.15,0.1,10.28,,4.0,0.0,,,Food_4.csv
"BEVERAGES,TEA,BLACK,BREWED,PREP W/ DISTILLED H2O",1,0.0,0.3,0.0,0.0,,,0.0,0.0,,,Food_4.csv
"BEVERAGES,TEA,HERB,BREWED,CHAMOMILE",1,0.0,0.2,0.0,0.0,0.0,,1.0,0.0,,,Food_4.csv
"BEVERAGES,TEA,INST,LEMON,W/ ADDED VIT C",385,0.6,97.6,0.3,0.0,,,5.0,0.0,,,Food_4.csv
"ALCOHOLIC BEV,DISTILLED,ALL (GIN,RUM,VODKA,WHISKEY) 86 PROOF",250,0.0,0.1,0.0,0.0,0.0,,1.0,0.0,,,Food_4.csv
"ALCOHOLIC BEV,DISTILLED,ALL (GIN,RUM,VODKA,WHISKEY) 90 PROOF",263,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,,,Food_4.csv
"CARBONATED BEV,CHOCOLATE-FLAVORED SODA",42,0.0,10.7,0.0,0.0,10.7,,4.0,0.0,,,Food_4.csv
"BEVERAGES,WINE,NON-ALCOHOLIC",6,0.5,1.1,0.0,0.0,1.1,,7.0,0.0,,,Food_4.csv
"WATER,BTLD,GENERIC",0,0.0,0.0,0.0,0.0,0.0,,2.0,0.0,,,Food_4.csv
"BEVERAGE,CHOCOLATE-FLAVOR BEV MIX FOR MILK,PDR,W/ ADDED NUTR",400,4.55,90.28,2.27,4.5,81.82,,136.0,0.0,,,Food_4.csv
"BEV,CHOCO-FLA BEV MIX , MLK,PDR,W/ ADD NUTR,PREP W/ WHL MILK",89,3.27,11.87,3.17,0.4,11.59,,50.0,10.0,,,Food_4.csv
"BEVERAGES,H2O,BTLD,NON-CARBONATED,EVIAN",0,0.0,0.0,0.0,,,,0.0,,,,Food_4.csv
"BEVERAGES,POWERADE ZERO ION4,CALORIE-FREE,ASSORTED FLAVORS",0,0.0,0.0,0.0,0.0,0.0,,42.0,0.0,,,Food_4.csv
"BEVERAGES,WENDY'S,TEA,RTD,UNSWTND",1,0.22,0.0,0.0,,,,3.0,,,,Food_4.csv
"ALCOHOLIC BEV,WINE,TABLE,RED,MERLOT",83,0.07,2.51,0.0,0.0,0.62,,4.0,,,,Food_4.csv
"WATER,NON-CARBONATED,FRUIT FLAVORS,SWTND W/ LO CAL SWTNR",1,0.0,0.13,0.0,0.0,0.0,,14.0,0.0,,,Food_4.csv
"BEV,H2O W/ ADDED VIT & MIN,BOTTLES,SWTND,AST FRUIT FLAVORS",22,0.0,5.49,0.0,0.0,5.49,,0.0,0.0,,,Food_4.csv
"BEVERAGES,V8 SPLASH JUC DRINKS,DIET BERRY BLEND",4,0.0,1.23,0.0,,0.41,,14.0,,,,Food_4.csv
"BEVERAGES,V8 SPLASH JUC DRINKS,DIET FRUIT MEDLEY",4,0.0,1.26,0.0,,0.84,,13.0,,,,Food_4.csv
"BEVERAGES,V8 SPLASH JUC DRINKS,DIET STRAWBERRY KIWI",4,0.0,1.26,0.0,,0.84,,13.0,,,,Food_4.csv
"BEVERAGES,V8 SPLASH JUC DRINKS,DIET TROPICAL BLEND",4,0.0,1.26,0.0,,0.42,,15.0,,,,Food_4.csv
"BEVERAGES,V8 SPLASH JUC DRINKS,BERRY BLEND",29,0.0,7.41,0.0,,7.41,,21.0,,,,Food_4.csv
"BEVERAGES,V8 SPLASH JUC DRINKS,FRUIT MEDLEY",33,0.0,7.82,0.0,,7.82,,21.0,,,,Food_4.csv
"BEVERAGES,V8 SPLASH JUC DRINKS,GUAVA PASSION FRUIT",33,0.0,7.82,0.0,,7.82,,14.0,,,,Food_4.csv
"BEVERAGES,V8 SPLASH JUC DRINKS,MANGO PEACH",33,0.0,8.23,0.0,,8.23,,16.0,,,,Food_4.csv
"BEVERAGES,V8 SPLASH JUC DRINKS,ORANGE PNAPPL",29,0.0,7.41,0.0,,7.41,,21.0,,,,Food_4.csv
"BEVERAGES,V8 SPLASH JUC DRINKS,ORCHARD BLEND",33,0.0,7.82,0.0,,7.82,,21.0,,,,Food_4.csv
"BEVERAGES,V8 SPLASH JUC DRINKS,STRAWBERRY BANANA",29,0.0,7.41,0.0,,7.41,,21.0,,,,Food_4.csv
"BEVERAGES,V8 SPLASH JUC DRINKS,STRAWBERRY KIWI",29,0.0,7.41,0.0,,7.41,,21.0,,,,Food_4.csv
"BEVERAGES,V8 SPLASH JUC DRINKS,TROPICAL BLEND",29,0.0,7.41,0.0,,7.41,,21.0,,,,Food_4.csv
"BEVERAGES,V8 V-FUSION JUICES,PEACH MANGO",49,0.41,11.38,0.0,0.0,10.57,,28.0,,,,Food_4.csv
"BEVERAGES,V8 V-FUSION JUICES,STRAWBERRY BANANA",49,0.41,11.79,0.0,0.0,10.16,,28.0,,,,Food_4.csv
"BEVERAGES,V8 V-FUSION JUICES,TROPICAL",49,0.41,11.38,0.0,0.0,10.16,,33.0,,,,Food_4.csv
"BEVERAGES,V8 V- FUSION JUICES,ACAI BERRY",45,0.0,10.98,0.0,0.0,10.57,,28.0,0.0,,,Food_4.csv
"BEVERAGES,ENERGY DRK,AMP",46,0.25,12.08,0.08,0.0,12.08,,27.0,0.0,,,Food_4.csv
"BEVERAGES,ENERGY DRK,FULL THROTTLE",46,0.25,12.08,0.08,0.0,12.08,,35.0,0.0,,,Food_4.csv
"BEVERAGES,ENERGY DRK,MONSTER,FORT W/ VITAMINS C,B2,B3,B6,B12",47,0.47,11.28,0.0,0.0,10.93,,77.0,0.0,,,Food_4.csv
"BEVERAGES,ENERGY DRK,AMP,SUGAR FREE",2,0.0,1.03,0.0,0.0,0.0,,31.0,0.0,,,Food_4.csv
"BEVERAGES,ENERGY DRK,ROCKSTAR",58,0.34,12.7,0.22,0.0,12.26,,16.0,0.0,,,Food_4.csv
"BEVERAGES,ENERGY DRK,ROCKSTAR,SUGAR FREE",4,0.25,0.7,0.08,0.0,0.0,,52.0,0.0,,,Food_4.csv
"BEVE,HORCHATA,DRY MIX,UNPREP,VAR  BRANDS,ALL W/ MORRO SEEDS",413,7.5,79.05,7.46,4.0,38.9,,3.0,0.0,,,Food_4.csv
"BEVERAGES,MEAL SUPP DRK,CND,PNUT FLAVOR",101,3.5,14.74,3.07,,,,54.0,,,,Food_4.csv
"BEVER,VEG & FRUIT JUC DRK,RED CAL,W/ LOW-CAL SWTNR,ADD VIT C",4,0.0,1.1,0.0,0.0,0.63,,14.0,0.0,,,Food_4.csv
"BEV,MILK BEV,RED FAT,FLAV & SWTND,RTD,ADDED CA,VIT A &  D",77,3.05,12.08,1.83,0.4,11.4,,49.0,8.0,,,Food_4.csv
"BEVERAGES,VEG & FRUIT JUC BLEND,W/ ADDED VITAMINS A,C,E",46,0.3,11.15,0.01,0.0,10.37,,29.0,0.0,,,Food_4.csv
"BEVERAGES,FRUIT JUC DRK,RED SUGAR,W/ VITAMIN E ADDED",39,0.0,10.0,0.07,0.0,9.0,,2.0,0.0,,,Food_4.csv
"WATER,W/ CORN SYRUP AND/OR SUGAR & LO CAL SWTNR,FRUIT FLAV",18,0.0,4.5,0.0,0.0,4.5,,8.0,0.0,,,Food_4.csv
"BEVERAGES,HORCHATA,AS SERVED IN RESTAURANT",54,0.48,11.52,0.71,0.0,9.36,,14.0,,,,Food_4.csv
"BEVERAGES,RICE MILK,UNSWTND",47,0.28,9.17,0.97,0.3,5.28,,39.0,0.0,,,Food_4.csv
"BEVERAGES,ENERGY DRK,VAULT,CITRUS FLAVOR",49,0.0,12.99,0.0,0.0,12.99,,12.0,0.0,,,Food_4.csv
"BEVERAGES,ENERGY DRK,VAULT ZERO,SUGAR-FREE,CITRUS FLAVOR",1,0.25,0.7,0.08,0.0,0.0,,14.0,0.0,,,Food_4.csv
"BEVERAGES,PEPSICO QUAKER,GATORADE G2,LO CAL",8,0.05,1.94,0.01,0.0,1.3,,45.0,0.0,,,Food_4.csv
"BEVERAGES,FRUIT FLAV DRK,LESS THAN 3% JUC,NOT FORT W/ VIT C",64,0.0,16.03,0.0,0.0,15.85,,36.0,0.0,,,Food_4.csv
"BEV,FRUIT FLAV DRK CONTAINING , 3% FRUIT JUC,W/ HI VIT C",27,0.0,6.67,0.0,0.0,5.0,,36.0,0.0,,,Food_4.csv
"BEV,FRUIT FLAV DRK,RED SUGAR, > 3% FRUIT JUC,HI VIT C,ADD CA",29,0.0,6.67,0.37,0.0,5.0,,25.0,0.0,,,Food_4.csv
"BEV,FRUIT JUC DRK, MORE  3% FRUIT JUC,HI VIT C & ADD THIAMIN",54,0.13,13.16,0.0,0.1,12.11,,61.0,0.0,,,Food_4.csv
"BEVERAGES,TEA,HIBISCUS,BREWED",0,0.0,0.0,0.0,0.0,0.0,,4.0,0.0,,,Food_4.csv
"BEVERAGES,FRUIT JUC DRK,GREATER THAN 3% JUC,HI VIT C",46,0.13,11.35,0.11,0.1,10.69,,8.0,0.0,,,Food_4.csv
"BEVERAGES,NUTRITIONAL SHAKE MIX,HI PROT,PDR",392,53.57,20.38,10.71,0.0,3.57,,1214.0,0.0,,,Food_4.csv
"ANCHOVY,EUROPEAN,RAW",131,20.35,0.0,4.84,0.0,0.0,,104.0,60.0,,,Food_4.csv
"ANCHOVY,EUROPEAN,CND IN OIL,DRND SOL",210,28.89,0.0,9.71,0.0,0.0,,3668.0,85.0,,,Food_4.csv
"BASS,FRSH H2O,MXD SP,RAW",114,18.86,0.0,3.69,0.0,,,70.0,68.0,,,Food_4.csv
"BASS,STRIPED,RAW",97,17.73,0.0,2.33,0.0,,,69.0,80.0,,,Food_4.csv
"BLUEFISH,RAW",124,20.04,0.0,4.24,0.0,,,60.0,59.0,,,Food_4.csv
"BURBOT,RAW",90,19.31,0.0,0.81,0.0,,,97.0,60.0,,,Food_4.csv
"BUTTERFISH,RAW",146,17.28,0.0,8.02,0.0,,,89.0,65.0,,,Food_4.csv
"CARP,RAW",127,17.83,0.0,5.6,0.0,0.0,,49.0,66.0,,,Food_4.csv
"CARP,COOKED,DRY HEAT",162,22.86,0.0,7.17,0.0,,,63.0,84.0,,,Food_4.csv
"CATFISH,CHANNEL,WILD,RAW",95,16.38,0.0,2.82,0.0,,,43.0,58.0,,,Food_4.csv
"CATFISH,CHANNEL,CKD,BREADED&FRIED",229,18.09,8.04,13.33,0.7,,,280.0,71.0,,,Food_4.csv
"CAVIAR,BLACK&RED,GRANULAR",264,24.6,4.0,17.9,0.0,0.0,,1500.0,588.0,,,Food_4.csv
"CISCO,RAW",98,18.99,0.0,1.91,0.0,,,55.0,50.0,,,Food_4.csv
"CISCO,SMOKED",177,16.36,0.0,11.9,0.0,0.0,,481.0,32.0,,,Food_4.csv
"COD,ATLANTIC,RAW",82,17.81,0.0,0.67,0.0,0.0,,54.0,43.0,,,Food_4.csv
"COD,ATLANTIC,CKD,DRY HEAT",105,22.83,0.0,0.86,0.0,0.0,,78.0,55.0,,,Food_4.csv
"COD,ATLANTIC,CND,SOL&LIQ",105,22.76,0.0,0.86,0.0,0.0,,218.0,55.0,,,Food_4.csv
"COD,ATLANTIC,DRIED&SALTED",290,62.82,0.0,2.37,0.0,0.0,,7027.0,152.0,,,Food_4.csv
"FISH,COD,PACIFIC,RAW (MAY HAVE BEEN PREVIOUSLY FROZEN)",69,15.27,0.0,0.41,0.0,0.0,,303.0,47.0,,,Food_4.csv
"CROAKER,ATLANTIC,RAW",104,17.78,0.0,3.17,0.0,0.0,,56.0,61.0,,,Food_4.csv
"CROAKER,ATLANTIC,CKD,BREADED&FRIED",221,18.2,7.54,12.67,0.4,,,348.0,84.0,,,Food_4.csv
"CUSK,RAW",87,18.99,0.0,0.69,0.0,,,31.0,41.0,,,Food_4.csv
"FISH,MAHIMAHI,RAW",85,18.5,0.0,0.7,0.0,,,88.0,73.0,,,Food_4.csv
"DRUM,FRESHWATER,RAW",119,17.54,0.0,4.93,0.0,,,75.0,64.0,,,Food_4.csv
"EEL,MIXED SPECIES,RAW",184,18.44,0.0,11.66,0.0,0.0,,51.0,126.0,,,Food_4.csv
"EEL,MXD SP,CKD,DRY HEAT",236,23.65,0.0,14.95,0.0,,,65.0,161.0,,,Food_4.csv
"FISH,FISH STKS,FRZ,PREP",277,11.01,21.66,16.23,1.5,1.65,,402.0,28.0,,,Food_4.csv
"FLATFISH (FLOUNDER&SOLE SP),RAW",70,12.41,0.0,1.93,0.0,0.0,,296.0,45.0,,,Food_4.csv
"FLATFISH (FLOUNDER&SOLE SP),CKD,DRY HEAT",86,15.24,0.0,2.37,0.0,0.0,,363.0,56.0,,,Food_4.csv
"GEFILTEFISH,COMM,SWT RECIPE",84,9.07,7.41,1.73,0.0,,,524.0,30.0,,,Food_4.csv
"GROUPER,MIXED SPECIES,RAW",92,19.38,0.0,1.02,0.0,,,53.0,37.0,,,Food_4.csv
"GROUPER,MXD SP,CKD,DRY HEAT",118,24.84,0.0,1.3,0.0,,,53.0,47.0,,,Food_4.csv
