food_item,calories,proteins,carbohydrates,fats,fibers,sugars,category,sodium,cholesterol,meal_type,water_intake,source_file
"TURKEY,LT OR DK MEAT,SMOKED,CKD,SKN & BONE REMOVED",170.0,29.3,0.0,5.0,0.0,0.0,,996.0,76.0,,,Food_4.csv
"HEARTS OF PALM,RAW",115.0,2.7,25.61,0.2,1.5,17.16,,14.0,0.0,,,Food_4.csv
"CEREALS RTE,POST,SHREDDED WHEAT N' BRAN,SPOON-SIZE",339.0,10.93,80.65,2.06,14.7,0.75,,0.0,0.0,,,Food_4.csv
"CHEESE,PAST PROCESS,CHEDDAR OR AMERICAN,LO NA",376.0,22.2,1.6,31.19,0.0,0.45,,7.0,94.0,,,Food_4.csv
"BEVERAGES,COFFEE,INST,W/ WHTNR,RED CAL",509.0,1.96,59.94,29.1,0.5,59.0,,0.0,0.0,,,Food_4.csv
"BEVERAGES,CRANBERRY-APPLE JUC DRK,LO CAL,W/ VIT C ADDED",19.0,0.1,4.7,0.0,0.1,4.6,,5.0,0.0,,,Food_4.csv
"CHEESE,SWISS,LOW SODIUM",374.0,28.4,3.4,27.4,0.0,1.31,,14.0,92.0,,,Food_4.csv
YEAST EXTRACT SPREAD,185.0,23.88,20.42,0.9,6.5,1.6,,3380.0,0.0,,,Food_4.csv
"BABYFOOD,JUICE,PEAR",47.0,0.0,11.86,0.0,0.1,7.28,,8.0,0.0,,,Food_4.csv
"CHICKEN,MEATLESS,BREADED,FRIED",234.0,21.28,8.51,12.77,4.3,0.0,,400.0,0.0,,,Food_4.csv
"BABYFOOD,MEAT,BF W/ VEG,TODD",68.0,3.5,8.72,2.1,1.8,1.18,,26.0,12.0,,,Food_4.csv
"BABYFOOD,DINNER,MACARONI,BF&TOMATO SAU,TODD",81.0,4.34,11.53,1.9,1.1,0.37,,35.0,7.0,,,Food_4.csv
"ROLLS,PUMPERNICKEL",276.0,10.8,51.87,2.8,5.4,0.4,,492.0,0.0,,,Food_4.csv
"SNACKS,CORN-BASED,EXTRUDED,CHIPS,UNSALTED",557.0,6.6,57.4,33.4,4.4,1.41,,15.0,0.0,,,Food_4.csv
"BEANS,BKD,CND,NO SALT ADDED",105.0,4.8,20.49,0.4,5.5,7.78,,1.0,0.0,,,Food_4.csv
"FROZEN NOVELTIES,JUC TYPE,JUC W/ CRM",115.0,1.41,24.11,1.41,0.1,20.61,,42.0,7.0,,,Food_4.csv
TOFU YOGURT,94.0,3.5,15.96,1.8,0.2,1.24,,35.0,0.0,,,Food_4.csv
"ALCOHOLIC BEV,RICE (SAKE)",134.0,0.5,5.0,0.0,0.0,0.0,,2.0,0.0,,,Food_4.csv
"MILLET,PUFFED",354.0,13.0,80.0,3.4,2.7,0.55,,5.0,0.0,,,Food_4.csv
"CEREALS RTE,OAT BRAN FLAKES,HEALTH VALLEY",380.0,10.0,78.0,3.0,8.0,22.0,,380.0,0.0,,,Food_4.csv
"JELLYFISH,DRIED,SALTED",36.0,5.5,0.0,1.4,0.0,0.0,,9690.0,5.0,,,Food_4.csv
"ICE CRM BAR,CHOC OR CARAMEL COVERED,W/NUTS",323.0,4.4,30.9,20.2,0.6,30.0,,92.0,1.0,,,Food_4.csv
"FRANKFURTER,LO NA",312.0,12.0,1.8,28.51,0.0,0.0,,311.0,61.0,,,Food_4.csv
"FROZEN NOVELTIES,ICE TYPE,POP,W/ LO CAL SWTNR",24.0,0.0,5.92,0.0,0.0,1.52,,10.0,0.0,,,Food_4.csv
"BABYFOOD,MXD FRUIT YOGURT,STR",75.0,0.8,16.23,0.8,0.4,11.74,,16.0,0.0,,,Food_4.csv
"BEVERAGES,ABBOTT,ENSURE PLUS,RTD",141.0,5.16,19.88,4.52,0.0,8.33,,95.0,2.0,,,Food_4.csv
"BABYFOOD,RICE&APPLS,DRY",396.0,6.7,86.89,2.4,3.0,3.22,,16.0,0.0,,,Food_4.csv
"BABYFOOD,JUC,APPL - CHERRY",47.0,0.2,11.2,0.1,0.3,10.5,,4.0,0.0,,,Food_4.csv
"BABYFOOD,DSSRT,PEACH YOGURT",76.0,0.9,17.6,0.18,0.4,11.11,,14.0,4.0,,,Food_4.csv
"BABYFOOD,DSSRT,BLUEBERRY YOGURT,STR",77.0,0.5,17.05,0.7,0.4,13.62,,14.0,4.0,,,Food_4.csv
"BABYFOOD,DSSRT,BANANA YOGURT,STR",78.0,1.1,17.35,0.52,0.5,12.2,,14.0,1.0,,,Food_4.csv
"ICE CREAMS,CHOC,RICH",251.0,4.72,19.78,16.98,0.9,17.35,,57.0,60.0,,,Food_4.csv
"MILK,IMITATION,NON-SOY",46.0,1.6,5.3,2.0,0.0,5.3,,55.0,0.0,,,Food_4.csv
"BABYFOOD,CRL,RICE W/ PEARS & APPL,DRY,INST FORT",389.0,6.6,88.5,0.9,2.6,1.35,,2.0,0.0,,,Food_4.csv
"BABYFOOD,BANANA NO TAPIOCA,STR",91.0,1.0,21.34,0.2,1.6,11.36,,2.0,0.0,,,Food_4.csv
"BABYFOOD,BANANA APPL DSSRT,STR",68.0,0.3,16.3,0.2,1.0,14.66,,7.0,0.0,,,Food_4.csv
"SNACKS,TORTILLA CHIPS,LT (BAKED W/ LESS OIL)",465.0,8.7,73.4,15.2,5.7,0.53,,564.0,0.0,,,Food_4.csv
"CEREALS RTE,POST,HONEY BUNCHES OF OATS,HONEY RSTD",401.0,7.12,81.19,5.46,4.2,19.79,,454.0,0.0,,,Food_4.csv
"POPCORN,MICROWAVE,LOFAT&NA",429.0,12.6,73.39,9.5,14.2,0.54,,490.0,0.0,,,Food_4.csv
"BABYFOOD,FRUIT SUPREME DSSRT",73.0,0.5,17.18,0.2,2.0,14.87,,1.0,0.0,,,Food_4.csv
"CHEESE,SWISS,LOW FAT",179.0,28.4,3.4,5.1,0.0,1.33,,199.0,35.0,,,Food_4.csv
"BREAKFAST BAR,CORN FLAKE CRUST W/FRUIT",377.0,4.4,72.9,7.5,2.1,35.1,,297.0,0.0,,,Food_4.csv
"CHEESE,MOZZARELLA,LO NA",280.0,27.5,3.1,17.1,0.0,1.23,,16.0,54.0,,,Food_4.csv
"MAYONNAISE DRSNG,NO CHOL",688.0,0.0,0.3,77.8,0.0,0.3,,486.0,0.0,,,Food_4.csv
"OIL,CORN,PEANUT,AND OLIVE",884.0,0.0,0.0,100.0,0.0,0.0,,0.0,0.0,,,Food_4.csv
"SWEETENERS,TABLETOP,FRUCTOSE,LIQ",279.0,0.0,76.1,0.0,0.1,76.0,,2.0,0.0,,,Food_4.csv
"CHEESE FOOD,IMITATION",257.0,4.08,16.18,19.5,0.0,8.21,,1297.0,6.0,,,Food_4.csv
"CELERY FLAKES,DRIED",319.0,11.3,63.7,2.1,27.8,35.9,,1435.0,0.0,,,Food_4.csv
"PUDDINGS,CHOC FLAVOR,LO CAL,INST,DRY MIX",356.0,5.3,78.2,2.4,6.1,0.7,,2838.0,0.0,,,Food_4.csv
"BABYFOOD,GRAPE JUC,NO SUGAR,CND",62.0,0.0,15.38,0.0,0.0,15.3,,10.0,0.0,,,Food_4.csv
"JELLIES,RED SUGAR,HOME PRESERVED",179.0,0.3,46.1,0.03,0.8,45.3,,2.0,0.0,,,Food_4.csv
"PIE FILLINGS,BLUEBERRY,CND",181.0,0.41,44.38,0.2,2.6,37.75,,12.0,0.0,,,Food_4.csv
"BEVERAGES,COCKTAIL MIX,NON-ALCOHOLIC,CONCD,FRZ",287.0,0.08,71.6,0.01,0.0,24.53,,0.0,0.0,,,Food_4.csv
"PUDDINGS,CHOC FLAVOR,LO CAL,REG,DRY MIX",365.0,10.08,74.42,3.0,10.1,0.7,,3326.0,0.0,,,Food_4.csv
"PUDDINGS,ALL FLAVORS XCPT CHOC,LO CAL,REG,DRY MIX",351.0,1.6,86.04,0.1,0.9,2.9,,1765.0,0.0,,,Food_4.csv
"PUDDINGS,ALL FLAVORS XCPT CHOC,LO CAL,INST,DRY MIX",350.0,0.81,84.66,0.9,0.8,0.9,,3750.0,0.0,,,Food_4.csv
VITAL WHEAT GLUTEN,370.0,75.16,13.79,1.85,0.6,0.0,,29.0,0.0,,,Food_4.csv
"FROG LEGS,RAW",73.0,16.4,0.0,0.3,0.0,0.0,,58.0,50.0,,,Food_4.csv
"MACKEREL,SALTED",305.0,18.5,0.0,25.1,0.0,0.0,,4450.0,95.0,,,Food_4.csv
"SCALLOP,(BAY&SEA),CKD,STMD",111.0,20.54,5.41,0.84,0.0,0.0,,667.0,41.0,,,Food_4.csv
"SYRUP,CANE",269.0,0.0,73.14,0.0,0.0,73.2,,58.0,0.0,,,Food_4.csv
"SNAIL,RAW",90.0,16.1,2.0,1.4,0.0,0.0,,70.0,50.0,,,Food_4.csv
"TURTLE,GREEN,RAW",89.0,19.8,0.0,0.5,0.0,0.0,,68.0,50.0,,,Food_4.csv
Mango and chilis pickles - Mother's receip,20.0,,1.0,1.5,,,,,,,,Food_5.csv
Ibugesic,,,,,,,,0.0,,,,Food_5.csv
Salted Peanuts - Panjwani,609.0,0.0,28.26,47.78,19.26,7.26,,17.98,,,,Food_5.csv
Special suji rusk - Veer jee,118.0,2.1,1.4,2.6,,,,,,,,Food_5.csv
Frooti Mango drink,84.0,,15.8,,0.4,15.8,,,,,,Food_5.csv
Chives Kimchi - 80Million Kimchi,35.0,3.571,3.571,,3.571,,,,,,,Food_5.csv
Masala  oats - Soffola,133.0,2.8,23.8,3.0,2.4,2.4,,,,,,Food_5.csv
Kai Murruku - Anna bytes,533.0,10.0,56.667,30.0,0.333,1.667,,,,,,Food_5.csv
Insight Banana Loose Powder,,,,,,,,0.0,,,,Food_5.csv
Parle G - 55g,454.0,6.9,77.3,13.0,,25.5,,0.74,,,,Food_5.csv
malt vinegar - heinz,,,,,,,,0.0,,,,Food_5.csv
Yummy - Anmol - 35g,474.0,6.27,74.47,16.89,,29.6,,0.535,,,,Food_5.csv
White Toast - Innlay Bakery,402.0,11.905,83.333,2.381,,91.667,,,,,,Food_5.csv
Shrimp,79.0,19.469,,,,,,,,,,Food_5.csv
Strawberry milk - SHATTO,360.0,12.0,46.0,13.0,,30.0,,,,,,Food_5.csv
Spaghetti - Lubella,351.0,13.0,70.0,1.4,3.0,4.2,,,,,,Food_5.csv
Chicken tikka - Sardar,170.0,15.27,6.4,9.28,,,,,,,,Food_5.csv
Taka tak - 100g,543.0,7.0,50.0,35.0,,0.5,,,,,,Food_5.csv
Brut - 283g,283.0,,,,,,,,,,,Food_5.csv
Bread - iD,285.0,0.0,0.8,2.9,0.0,1.5,,55.2,,,,Food_5.csv
Dark chocolate Muesli - Yoga bar,437.0,13.3,67.0,13.3,9.4,6.7,,,,,,Food_5.csv
Super muesli - Yoga Bar,425.0,17.4,39.8,21.6,15.1,,,,,,,Food_5.csv
Super Spoon - Kri Kri,141.0,15.0,20.0,,,19.0,,,,,,Food_5.csv
Saffola Oats,345.0,12.6,66.8,5.3,10.4,,,,,,,Food_5.csv
Dal makhani - Kohinoor,83.0,2.9,13.9,3.2,4.8,0.2,,,,,,Food_5.csv
Fit mix - Jewel farmer,565.0,15.0,34.7,40.7,12.8,12.6,,,,,,Food_5.csv
Protien bar - Yoga bar,268.0,20.0,19.2,14.7,10.6,5.6,,,,,,Food_5.csv
Milk Chocolate Chickpea Snacks - Lebby,500.0,11.905,52.381,26.19,7.143,,,,,,,Food_5.csv
Krombachers Fassbrause Zitrone - Krombacher,29.0,,7.1,,,6.7,,,,,,Food_5.csv
Chat at matar - Bingo,475.0,,59.0,20.0,,10.0,,,,,,Food_5.csv
sanju,20.0,20.0,20.0,,20.0,20.0,,20.0,,,,Food_5.csv
RandomTest - TestBrand,13.0,,,5.2,,,,0.0,,,,Food_5.csv
Chocobar chocoholic - The brooklyn creamery,180.0,3.818,22.182,12.182,3.273,3.091,,,,,,Food_5.csv
Litchi - Real,56.0,0.1,14.0,,,14.0,,,,,,Food_5.csv
Cuppa Rice - Daawat,285.0,13.1,64.7,10.0,,0.5,,,,,,Food_5.csv
Mango - B Natural,106.0,0.1,15.0,,1.0,3.4,,,,,,Food_5.csv
Protein - Food strong,381.0,72.121,15.455,3.333,,10.606,,,,,,Food_5.csv
Nissin,363.0,9.0,66.0,17.0,9.0,6.0,,,,,,Food_5.csv
Plix  fit and slim smoothie chocolate,142.0,15.13,14.6,2.6,3.7,5.2,,,,,,Food_5.csv
Sei White Tea - Teamonk,2.0,0.43,0.03,0.03,,,,,,,,Food_5.csv
Yummy Guava - Paper boat,56.0,,14.0,,,13.5,,,,,,Food_5.csv
Chicken breast - Zorabian,114.0,25.6,,1.3,,,,,,,,Food_5.csv
Granola - Fit flex,94.0,1.9,16.8,1.1,1.3,3.7,,,,,,Food_5.csv
Horlicks classic malt - Hindustan Unilever Ltd - 500g,,,,,,,,0.0,,,,Food_5.csv
High protein paneer - Punjab Sindh,160.0,22.0,4.5,6.0,,,,,,,,Food_5.csv
Bullet coffee - Mad coffee,2100.0,20.0,50.0,220.0,20.0,,,,,,,Food_5.csv
Oreo Original chocolate sandwich biscuits -,480.0,5.5,70.3,19.7,,37.8,,1245.0,,,,Food_5.csv
rahul,,,,,,,,0.0,,,,Food_5.csv
Protein powder - ASITIS,426.0,93.333,3.733,4.667,2.8,,,,,,,Food_5.csv
Oreo Original chocolate sandwich biscuits - 46.3g,483.0,5.2,71.9,19.6,0.0,38.8,,1050.0,,,,Food_5.csv
ranishaco 21,,,,,,,,0.0,,,,Food_5.csv
Banana chips - Kozhi,511.0,2.5,65.7,27.3,7.9,,,,,,,Food_5.csv
Plain Yogurt - Parag,58.0,3.0,4.0,3.0,,,,,,,,Food_5.csv
Whole truth protein bar,498.0,23.846,36.538,28.462,4.808,28.462,,,,,,Food_5.csv
Imitation Snow crab,104.0,9.88,11.39,2.18,,3.95,,,,,,Food_5.csv
Atea - 25,,,,,,,,0.0,,,,Food_5.csv
Foxtail  millet - Manna,106.0,5.0,33.0,1.0,3.0,,,,,,,Food_5.csv
Organic Mojito,56.0,0.0,14.0,0.0,,13.6,,,,,,Food_5.csv
Tim tim walnut - kashmir walnut group - 250g,687.0,15.6,11.0,,,,,,,,,Food_5.csv
Moov - 1,,,,,,,,0.0,,,,Food_5.csv
Himalaya since 1930,,,,,,,,0.0,,,,Food_5.csv
Oats - Turbo,7.8,,,2.0,12.0,12.0,,,,,,Food_5.csv
CHOCOS - 10,2.0,17.0,2.0,3.9,1.0,4.0,,1.0,,,,Food_5.csv
Muscle Gainer,222.0,25.5,24.0,2.5,5.0,,,,,,,Food_5.csv
Vegan Plant Protein Powder - Be Bodywise,91.0,20.44,1.96,0.17,,,,,,,,Food_5.csv
Choco - Delhaize,2236.0,5.7,57.0,31.0,3.9,55.0,,,,,,Food_5.csv
Mustard oil - Nature Active,900.0,,,100.0,,,,,,,,Food_5.csv
Nacho chips sweet chilli - Cornitos nacho chips,492.0,7.143,64.286,25.0,7.143,,,,,,,Food_5.csv
Dairy Milk,,,,,,,,0.0,,,,Food_5.csv
Hot&Spicy Samosa - Haldiram,310.0,5.143,35.286,16.0,2.143,,,,,,,Food_5.csv
Nestle Resource High Protein - 1Kg,372.0,45.0,41.7,2.8,5.0,0.1,,0.525,,,,Food_5.csv
Women Horlicks - Horlics - 400g,359.0,15.0,68.2,3.0,0.0,0.0,,0.0,,,,Food_5.csv
Veer - 4,,,,,,,,0.0,,,,Food_5.csv
FULL 365 - 24,,,,,,,,0.0,,,,Food_5.csv
Hing - Ramdev,376.0,8.4,75.61,4.46,6.1,,,,,,,Food_5.csv
Sarson ka saag - Sohna,60.0,3.0,11.0,,7.0,,,,,,,Food_5.csv
Oat Granola - Express FOODS,476.0,8.5,67.0,19.1,4.0,12.1,,,,,,Food_5.csv
Riz basmati - Alishaan,349.0,8.0,78.0,0.5,1.5,,,,,,,Food_5.csv
Bhindi - Ashoka,35.0,1.0,6.0,,,,,,,,,Food_5.csv
Greek yogurt smoothie,75.0,4.0,12.2,1.5,,12.1,,0.0,,,,Food_5.csv
"High Calorie Gainer, Chocolate Flavour - Muscleblaze",375.0,16.1,75.0,2.2,1.4,,,,,,,Food_5.csv
Figaro - 200ml,,,,,,,,100.0,,,,Food_5.csv
Srikhand,234.0,5.3,42.0,5.0,,41.0,,,,,,Food_5.csv
Pickel,200.0,3.39,21.3,11.3,,3.26,,,,,,Food_5.csv
Oil - 1l,0.0,0.0,0.0,0.1,0.0,0.0,,0.0,,,,Food_5.csv
Lassi,117.0,2.4,20.7,2.7,,16.0,,,,,,Food_5.csv
closeup toothpaste - 150g,,,,,,,,0.0,,,,Food_5.csv
Apple juice,54.0,0.0,12.0,0.0,,0.0,,0.0,,,,Food_5.csv
Aajhree - 1,400.0,6.0,,7.0,,0.0,,0.0,,,,Food_5.csv
Dana Whole Milk,64.0,3.2,4.8,3.6,,0.0,,0.118,,,,Food_5.csv
doctor,,,,,,,,0.0,,,,Food_5.csv
Toasted miller muesli,474.0,9.78,63.3,23.82,,20.9,,,,,,Food_5.csv
Organic Spicy Avocado Hummus - Trader Joe's,8.0,2.0,0.1,4.0,,0.0,,1.15,,,,Food_5.csv
Chat Masala (Mix spices powder),173.0,14.0,17.5,5.3,,0.0,,0.0,,,,Food_5.csv
Dark chocolate peanut butter,565.0,26.66,31.34,38.8,,17.4,,0.0,,,,Food_5.csv
Namkeen - Haldiram's - 20,528.0,11.2,57.8,28.1,7.6,10.8,,14.8,,,,Food_5.csv
Sowbhagya foods - 500GM,4.0,4.1,22.8,15.4,0.9,0.0,,0.34,,,,Food_5.csv
Kuthu vilakku - wheat flour (atta),1.9,,,,12.0,,,0.0,,,,Food_5.csv
Muscleblaze - 4kg,0.0,46.67,0.0,0.35,0.0,,,0.0,,,,Food_5.csv
Sainda namak - 200g,,,,,,,,0.0,,,,Food_5.csv
Nan Khatai,89.0,1.0,11.0,4.5,,4.0,,,,,,Food_5.csv
Dugra ghee - 910g,938.8,,,,0.0,,,0.0,,,,Food_5.csv
Yippee - 420gms,468.0,9.0,62.6,20.1,,3.0,,,,,,Food_5.csv
Blueberries,347.0,2.333,82.667,0.0,,43.333,,0.0,,,,Food_5.csv
Omega 3,,0.0,,,,,,,,,,Food_5.csv
Marie GOLD - Britannia - 300g,10.0,8.0,77.0,12.0,5.0,22.0,,10.0,,,,Food_5.csv
Amul,,,,,,,,0.0,,,,Food_5.csv
Vadilal Gourmet Nutty Belgian Dark chocolate Super Premium Ice Cream,,,,,,,,0.0,,,,Food_5.csv
Coca Cola - 180ml,,,,,,,,0.0,,,,Food_5.csv
Vikas Saxena - Veg pro - 60g,345.0,52.0,33.0,0.5,,,,,,,,Food_5.csv
Raviolis aux tomates confites et romarain - Saint-Jean,272.0,9.8,41.0,7.1,,3.6,,1.5,,,,Food_5.csv
milky mist  fresh  cream,,,,,,,,0.0,,,,Food_5.csv
veggiee fingers - McCain - 175g,181.0,3.06,24.6,7.01,0.0,0.0,,,,,,Food_5.csv
Potato crackers - Bombay Sweets - 22g,,,,,,,,0.0,,,,Food_5.csv
Black Bourbon,470.0,5.2,75.8,16.2,,42.8,,0.0,,,,Food_5.csv
Ginger garlic paste,72.0,2.0,16.0,0.0,,1.0,,0.0,,,,Food_5.csv
Raspberry preserve,259.0,0.7,65.0,0.1,,62.0,,0.0,,,,Food_5.csv
Tropicana Mixed Fruit Juice,59.0,0.0,74.0,0.0,,70.0,,0.0,,,,Food_5.csv
Dark Fantasy,52.0,4.0,80.0,12.0,,79.0,,9.0,,,,Food_5.csv
N2H GULKAND,,,,,,,,0.0,,,,Food_5.csv
Fresca Lime,66.0,0.52,15.8,0.0,,0.0,,0.0,,,,Food_5.csv
I ball,,,,,,,,0.0,,,,Food_5.csv
Peanut butter nutrition bar,,0.0,,,,,,,,,,Food_5.csv
Takatak Baked Chilli Cheese - Haldiram's,469.0,7.0,71.0,17.5,,3.5,,0.0,,,,Food_5.csv
Britannia Treat,492.0,5.0,73.0,20.0,,36.5,,0.0,,,,Food_5.csv
lays maxx macho chilli flavour,,,,,,,,0.0,,,,Food_5.csv
dabur gulabari,,,,,,,,0.0,,,,Food_5.csv
britannia treat croissant vanilla creme roll,,,,,,,,0.0,,,,Food_5.csv
Gummy Vites,0.0,0.0,0.0,0.0,,0.0,,0.0,,,,Food_5.csv
Green chutney style - kurkure,556.0,5.3,56.3,34.4,,1.9,,1.0,,,,Food_5.csv
maggi coconut milk powder,,,,,,,,78.6,,,,Food_5.csv
balaji wafers crunchex -,,,,,,,,0.0,,,,Food_5.csv
balaji wafers chataka pataka -,,,,,,,,0.0,,,,Food_5.csv
Spiced Okra Chips,585.0,7.41,36.25,9.6,,6.12,,0.0,,,,Food_5.csv
Butter Bite,150.0,2.0,20.0,7.0,,5.0,,1.0,,,,Food_5.csv
Mango,51.0,0.0,10.07,0.0,,10.07,,0.016,,,,Food_5.csv
fabelle dark chocolate -,,,,,,,,0.0,,,,Food_5.csv
Pata negra,,0.0,,,,,,,,,,Food_5.csv
Bourbon,475.0,6.0,17.1,74.3,,9.0,,1.0,,,,Food_5.csv
Coriander powder - Swastik,,,,,,,,0.0,,,,Food_5.csv
Veggie stix,470.0,6.6,71.0,17.9,,2.9,,7.6,,,,Food_5.csv
Kelloyy's Wheat Flakes,,,,,,,,0.0,,,,Food_5.csv
Whole Wheat Bread - Fresho,269.0,8.4,53.0,2.6,,18.8,,,,,,Food_5.csv
Shubham - Nandini,74.0,3.3,4.8,4.6,,4.8,,,,,,Food_5.csv
Complete pancake mix,364.0,7.7,69.8,5.5,,12.7,,8.69,,,,Food_5.csv
Natural Greek Yogurt - Epigamua,80.0,8.21,6.2,2.56,,0.0,,,,,,Food_5.csv
Soya chips - haldirams - 50g,542.0,,,,,,,,,,,Food_5.csv
Moong dal,476.0,23.0,49.0,20.0,,2.0,,0.5,,,,Food_5.csv
Duke's,0.0,0.0,0.0,0.0,,0.0,,11.0,,,,Food_5.csv
Periperi nachos &salsa dip - Colonel & co,264.0,4.0,42.0,9.0,,6.0,,,,,,Food_5.csv
Moong Dal Burfi - Haldiram s,508.0,8.0,56.0,28.0,,36.0,,,,,,Food_5.csv
Maiyas Moong Dal - 35,476.0,20.2,56.4,18.8,1.0,0.0,,2.125,,,,Food_5.csv
Rice Kodubale - Maiyas - 40,539.0,7.7,53.8,34.6,1.5,0.0,,1.905,,,,Food_5.csv
nutri choice - Britannia - 75g,68.0,8.0,68.0,21.0,6.0,14.5,,,,,,Food_5.csv
Mom's Magic - Sunfeast - 100g,499.0,8.1,65.1,22.9,,23.9,,0.1,,,,Food_5.csv
catch sprinklers Table Salt - 100g,0.0,0.0,0.0,0.0,0.0,0.0,,97.028,,,,Food_5.csv
sattviko - 28gm,,,,,,,,0.0,,,,Food_5.csv
Amul Sugar free chocolate - 150g,475.0,6.0,57.3,33.5,0.0,,,,,,,Food_5.csv
Rishi Phalswal - Cadbury,,,,,,,,0.0,,,,Food_5.csv
kitkat - 25g,106.0,,,,,21.0,,76.2,,,,Food_5.csv
Coated Wafer Layers - Perk,516.0,3.3,68.0,25.7,1.3,46.1,,0.094,,,,Food_5.csv
Pizza peanuts - Pizmame - 32g,,,,,,,,0.0,,,,Food_5.csv
Fennel fusion - choko la - 40g,580.0,7.11,51.39,38.49,,38.45,,,,,,Food_5.csv
Mohun's - 500grams,376.0,6.42,86.0,0.53,0.55,6.29,,1.346,,,,Food_5.csv
Real fruit power - 1l,,,,,,,,0.0,,,,Food_5.csv
Spicy (Masala) Noddles Khakhara - Maniarr's - 45g,,,,,,,,0.0,,,,Food_5.csv
Lays Spanish Tomato - fssai - 90g,,,,,,,,0.0,,,,Food_5.csv
e-Millet cookies - Moon Foods - 150g,505.0,5.3,63.5,23.5,0.37,,,,,,,Food_5.csv
Twister - Delfi - 320g,5.0,0.19,15.0,,2.0,,,,,,,Food_5.csv
Special Mukhwas - Natraj Auroville - 200,,,,,,,,0.0,,,,Food_5.csv
Jus de mangue - Paper boat - 180ml,62.0,0.1,15.5,0.1,,12.5,,0.1,,,,Food_5.csv
Idly & Dosa Batter - iD - 1kg,143.0,5.5,26.3,1.6,,0.0,,0.234,,,,Food_5.csv
Plain salted potato chips - Yellow diamond - 35g,548.0,8.46,52.4,33.94,,1.0,,0.519,,,,Food_5.csv
Khakhra -,489.0,10.0,65.0,21.0,,3.0,,2.0,,,,Food_5.csv
Yummy Orange Flavoured Sandwich - Anmol - 100g,480.0,0.0,7.46,17.63,0.0,0.0,,72.39,,,,Food_5.csv
Krack Jack Medium Pack -,,,,,,,,0.0,,,,Food_5.csv
tata tea gemini,,,,,,,,0.0,,,,Food_5.csv
Lipton Green tea - 13g,,,,,,,,0.0,,,,Food_5.csv
Dr. Oetker - 275g,568.0,4.5,12.3,55.7,,5.7,,,,,,Food_5.csv
Chewing gum Green Fresh pack de 4 - Hollywood,640.0,0.4,,,0.0,0.1,,0.01,,,,Food_5.csv
Horlicks,370.0,10.0,78.0,2.0,0.0,14.0,,0.362,,,,Food_5.csv
JALIMALS,1.0,,,,,,,,,,,Food_5.csv
Sizzlin Jalapeno Nacho Crisps - Cornitos - 33g,21.4,2.06,3.57,,7.14,3.57,,0.0,,,,Food_5.csv
Moisturiser - Sukin - 125ml,,,,,,,,0.0,,,,Food_5.csv
lays potato chips - Lay's - 28g,544.0,7.0,54.7,33.0,,6.0,,1.717,,,,Food_5.csv
pasta - 200g,23.0,78.0,12.0,26.0,6.0,25.0,,20.0,,,,Food_5.csv
Soya chunks - 100g,349.0,51.0,34.0,1.0,17.0,16.0,,0.0,,,,Food_5.csv
Soulfull Ragi Bites - 250g,445.0,7.0,77.5,12.0,,24.0,,0.17,,,,Food_5.csv
cake nuts and resins - britannia - 60g,410.0,66000.0,7.7,18.0,0.0,2.2,,56.0,,,,Food_5.csv
safari - Gandour - 26g,491.0,4.3,21.0,23.0,,44.0,,0.402,,,,Food_5.csv
BB cream - sugar,,,,,,,,0.0,,,,Food_5.csv
moisturizer - mamaearth - 80g,,,,,,,,0.0,,,,Food_5.csv
Cadbury - 130g,,,,,,,,0.0,,,,Food_5.csv
Crema de cacahuate,639.0,30.0,18.0,49.0,,3.0,,19.0,,,,Food_5.csv
coconut oil - Dabur - 1,100.0,0.0,0.0,,0.0,,,0.0,,,,Food_5.csv
Thumbs up - coca cola - 2L,0.0,0.0,10.0,0.0,0.0,,,0.0,,,,Food_5.csv
parle - G - 130g,,,,,,,,0.0,,,,Food_5.csv
Kellogg's fruit loops - 250g,100.0,,,,,,,,,,,Food_5.csv
santoor - skin care center,,,,,,,,0.0,,,,Food_5.csv
Coca cola - 300ml,0.0,0.0,11.0,0.0,0.0,11.0,,0.0,,,,Food_5.csv
balaji wafers - 40,559.0,,,,,,,,,,,Food_5.csv
ketchup,200.0,5.0,4.0,10.0,,2.0,,0.0,,,,Food_5.csv
KitchenFeast GARAM MASALA - KitchenFeast The Superb Taste - 100g,,,,,,,,0.0,,,,Food_5.csv
KitchenFeast MEAT MASALA - KitchenFeast The Superb Taste - 100g,,,,,,,,0.0,,,,Food_5.csv
Maggi rich tomato sauce - 200g,137.0,0.8,33.4,,1.4,30.4,,,,,,Food_5.csv
Fruitree,147.0,0.5,8.0,0.0,,8.0,,,,,,Food_5.csv
Amul Kool,416.0,3.2,12.0,2.0,,8.0,,7.62,,,,Food_5.csv
snap in basil - 3g,,,,,,,,0.0,,,,Food_5.csv
Rajam Badam drink mix,,,,,,,,2.0,,,,Food_5.csv
Ponds - 1,1.0,,,2.0,,,,,,,,Food_5.csv
real fruit powee - dabur - 1,,,,,,,,,,,,Food_5.csv
B protein - british biologicals - 500g,,,,,,,,0.0,,,,Food_5.csv
haldirams - 65g,491.0,4.0,67.0,23.0,,3.0,,,,,,Food_5.csv
Soklet - Regal foods and Beverages - 50gm,478.0,25.5,52.0,19.25,,0.0,,,,,,Food_5.csv
